Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
560305617,B,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27,Cash,8.5,Mandalay
319742561,A,Member,Female,Electronic accessories,94.64,3,14.196000000000002,298.11600000000004,2019-02-21,16:55,Cash,5.5,Yangon
549039315,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58,Ewallet,8.7,Mandalay
790291172,B,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59,Credit card,7.9,Mandalay
239363640,B,Normal,Male,Electronic accessories,45.35,6,13.605000000000002,285.70500000000004,2019-01-31,13:44,Ewallet,6.1,Mandalay
468012051,B,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46,Ewallet,5.4,Mandalay
389253394,C,Normal,Male,Electronic accessories,11.81,5,2.9525000000000006,62.002500000000005,2019-02-17,18:06,Cash,9.4,Naypyitaw
279621445,C,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38,Cash,8.2,Naypyitaw
213726612,A,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56,Cash,6.2,Yangon
746686593,C,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29,Credit card,9.7,Naypyitaw
836825858,B,Member,Male,Health and beauty,69.37,9,31.216500000000003,655.5465,2019-01-26,19:14,Ewallet,4.0,Mandalay
583721480,C,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,2019-01-31,16:24,Ewallet,9.7,Naypyitaw
466615506,B,Member,Female,Electronic accessories,90.7,6,27.210000000000004,571.4100000000001,2019-02-26,10:52,Cash,5.3,Mandalay
721866247,A,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,2019-03-11,12:55,Ewallet,7.4,Yangon
289655721,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28,Cash,6.5,Mandalay
545463100,B,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52,Credit card,8.7,Mandalay
418025978,B,Normal,Female,Health and beauty,84.09,9,37.840500000000006,794.6505000000001,2019-02-11,10:54,Cash,8.0,Mandalay
269045750,B,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31,Cash,6.7,Mandalay
157135295,A,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24,Ewallet,6.5,Yangon
645788093,A,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09,Ewallet,4.1,Yangon
211309270,C,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16,Credit card,4.9,Naypyitaw
755123214,C,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07,Credit card,8.6,Naypyitaw
346843103,B,Member,Female,Electronic accessories,13.22,5,3.3050000000000006,69.40500000000002,2019-03-02,19:26,Cash,4.3,Mandalay
478067835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20,Ewallet,4.9,Yangon
540114336,A,Normal,Male,Food and beverages,24.94,9,11.223,235.68300000000002,2019-01-11,16:49,Credit card,5.6,Yangon
448815016,A,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,2019-03-11,12:01,Credit card,5.8,Yangon
142724741,C,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37,Credit card,6.0,Naypyitaw
217581179,A,Member,Male,Home and lifestyle,62.65,4,12.530000000000001,263.13,2019-01-05,11:25,Cash,4.2,Yangon
376028238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42,Credit card,8.3,Mandalay
530909855,A,Member,Male,Home and lifestyle,47.59,8,19.036,399.75600000000003,2019-01-01,14:47,Cash,5.7,Yangon
866057563,B,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43,Cash,4.8,Mandalay
604706476,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04,Ewallet,6.8,Yangon
799711548,A,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11,Credit card,8.8,Yangon
785137708,B,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06,Credit card,4.2,Mandalay
845510542,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34,Ewallet,6.4,Mandalay
662475456,C,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06,Credit card,8.4,Naypyitaw
883174236,C,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44,Credit card,7.2,Naypyitaw
290682984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22,Cash,5.2,Yangon
704116354,A,Member,Male,Home and lifestyle,58.9,8,23.560000000000002,494.76,2019-01-06,11:23,Cash,8.9,Yangon
110487033,B,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12,Cash,9.0,Mandalay
366930948,A,Member,Male,Electronic accessories,66.35,1,3.3175,69.66749999999999,2019-01-31,10:46,Credit card,9.7,Yangon
729099681,A,Member,Male,Home and lifestyle,25.91,6,7.773000000000001,163.233,2019-02-05,10:16,Ewallet,8.7,Yangon
151161484,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38,Ewallet,6.5,Yangon
380944661,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05,Credit card,6.9,Naypyitaw
850419669,A,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25,Ewallet,6.2,Yangon
821073596,C,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53,Ewallet,5.6,Naypyitaw
655855130,B,Member,Female,Fashion accessories,38.3,4,7.66,160.85999999999999,2019-03-13,19:22,Cash,5.7,Mandalay
447157839,A,Member,Female,Sports and travel,22.24,10,11.12,233.51999999999998,2019-02-09,11:00,Cash,4.2,Yangon
154747179,B,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24,Ewallet,7.9,Mandalay
253126086,A,Member,Female,Sports and travel,98.4,7,34.440000000000005,723.2400000000001,2019-03-12,12:43,Credit card,8.7,Yangon
808650703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22,Credit card,6.9,Naypyitaw
571940759,B,Member,Female,Food and beverages,74.6,10,37.300000000000004,783.3,2019-01-08,20:55,Cash,9.5,Mandalay
144516085,A,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05,Credit card,4.4,Yangon
731142199,A,Member,Female,Home and lifestyle,35.54,10,17.77,373.16999999999996,2019-01-04,13:34,Ewallet,7.0,Yangon
783091637,B,Normal,Female,Sports and travel,67.43,5,16.8575,354.00750000000005,2019-03-06,18:13,Ewallet,6.3,Mandalay
687151097,C,Member,Female,Health and beauty,21.12,2,2.112,44.352000000000004,2019-01-03,19:17,Cash,9.7,Naypyitaw
126541082,A,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44,Credit card,8.8,Yangon
633911052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,25.262999999999998,2019-01-27,15:51,Cash,5.1,Yangon
477246490,B,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52,Ewallet,7.9,Mandalay
566195475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,352.57949999999994,2019-01-07,20:52,Cash,6.2,Mandalay
526868552,C,Member,Female,Home and lifestyle,21.82,10,10.91,229.10999999999999,2019-01-07,17:36,Cash,7.1,Naypyitaw
376563573,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23,Ewallet,6.4,Naypyitaw
537720426,C,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28,Cash,5.7,Naypyitaw
828615674,A,Member,Male,Sports and travel,44.02,10,22.010000000000005,462.21000000000004,2019-03-20,19:57,Credit card,9.6,Yangon
136086195,A,Normal,Female,Home and lifestyle,69.96,8,27.983999999999998,587.664,2019-02-15,17:01,Credit card,6.4,Yangon
523380215,C,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29,Credit card,7.9,Naypyitaw
490291201,A,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09,Cash,6.5,Yangon
667920055,A,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02,Ewallet,8.5,Yangon
565173836,A,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21,Cash,9.1,Yangon
498411961,B,Normal,Male,Health and beauty,66.68,5,16.67,350.07000000000005,2019-02-20,18:01,Cash,7.6,Mandalay
593954461,C,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.603,2019-03-24,14:49,Cash,6.9,Naypyitaw
226713580,C,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02,Cash,9.5,Naypyitaw
283799594,B,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30,Credit card,5.2,Mandalay
430603493,A,Member,Female,Home and lifestyle,94.88,7,33.208,697.3679999999999,2019-02-03,14:38,Cash,4.2,Yangon
139200155,B,Member,Male,Electronic accessories,40.3,10,20.150000000000002,423.15,2019-01-24,17:37,Credit card,7.0,Mandalay
558804082,C,Normal,Male,Electronic accessories,27.85,7,9.747500000000002,204.69750000000002,2019-03-14,17:20,Ewallet,6.0,Naypyitaw
278977759,A,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29,Cash,4.7,Yangon
316686352,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00,Cash,7.1,Yangon
585035943,B,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46,Ewallet,5.9,Mandalay
211050490,C,Member,Female,Electronic accessories,51.92,5,12.980000000000002,272.58000000000004,2019-03-03,13:42,Cash,7.5,Naypyitaw
727756477,C,Normal,Male,Electronic accessories,28.84,4,5.768000000000001,121.128,2019-03-29,14:44,Cash,6.4,Naypyitaw
744025987,A,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16,Ewallet,5.8,Yangon
307839164,A,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54,Cash,4.5,Yangon
779060012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21,Cash,7.7,Naypyitaw
446476729,C,Normal,Male,Fashion accessories,99.82,2,9.982,209.62199999999999,2019-01-02,18:09,Credit card,6.7,Naypyitaw
573103877,B,Member,Male,Health and beauty,39.01,1,1.9505,40.960499999999996,2019-03-12,16:46,Credit card,4.7,Mandalay
735064124,C,Normal,Male,Food and beverages,48.61,1,2.4305000000000003,51.0405,2019-02-25,15:31,Cash,4.4,Naypyitaw
439547422,A,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15,Credit card,4.7,Yangon
396902219,B,Normal,Female,Electronic accessories,14.96,8,5.984000000000001,125.664,2019-02-23,12:29,Cash,8.6,Mandalay
411770180,A,Member,Male,Electronic accessories,72.2,7,25.270000000000003,530.6700000000001,2019-03-26,20:14,Ewallet,4.3,Yangon
286015402,A,Normal,Female,Sports and travel,40.23,7,14.080499999999999,295.69049999999993,2019-03-30,13:22,Cash,9.6,Yangon
803178013,A,Member,Female,Home and lifestyle,88.79,8,35.516000000000005,745.836,2019-02-17,17:09,Cash,4.1,Yangon
512981403,A,Member,Female,Electronic accessories,26.48,3,3.972,83.41199999999999,2019-03-21,10:40,Ewallet,4.7,Yangon
848422560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43,Cash,7.8,Yangon
532597201,B,Member,Male,Sports and travel,79.93,6,23.979000000000003,503.559,2019-01-31,14:04,Cash,5.5,Mandalay
181946432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05,Ewallet,9.7,Naypyitaw
870761733,A,Member,Female,Food and beverages,14.23,5,3.5575000000000006,74.70750000000001,2019-02-01,10:08,Credit card,4.4,Yangon
423644619,A,Member,Female,Health and beauty,15.55,9,6.997500000000001,146.94750000000002,2019-03-07,13:12,Cash,5.0,Yangon
227074446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51,Cash,4.4,Naypyitaw
174363675,C,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2019-02-14,17:29,Cash,5.2,Naypyitaw
428835800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25,Cash,7.3,Naypyitaw
603070961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.64750000000004,2019-01-10,11:34,Cash,4.9,Naypyitaw
704204138,C,Member,Female,Health and beauty,29.67,7,10.384500000000001,218.0745,2019-03-11,18:58,Credit card,8.1,Naypyitaw
787151757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28,Ewallet,8.4,Naypyitaw
649113678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26,Cash,5.5,Naypyitaw
622201945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391000000000005,2019-01-18,15:08,Cash,8.4,Naypyitaw
372948041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03,Ewallet,9.8,Yangon
563917120,A,Normal,Female,Fashion accessories,61.77,5,15.442500000000003,324.2925,2019-03-08,13:21,Cash,6.7,Yangon
746545508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48,Credit card,9.4,Yangon
276540879,B,Normal,Male,Sports and travel,97.74,4,19.548000000000002,410.508,2019-03-12,19:53,Ewallet,6.4,Mandalay
815111168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09,Cash,5.4,Yangon
719763868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30,Cash,8.6,Naypyitaw
730618757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11,Credit card,4.0,Mandalay
340660321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07,Cash,7.6,Yangon
868811752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48,Cash,6.8,Mandalay
634978956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.63499999999999,2019-02-17,17:27,Credit card,9.1,Yangon
566711091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.35499999999996,2019-02-03,15:59,Cash,5.5,Yangon
442483607,A,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,2019-03-14,11:21,Credit card,7.9,Yangon
835160096,C,Member,Male,Sports and travel,14.7,5,3.6750000000000003,77.175,2019-03-24,13:48,Ewallet,8.5,Naypyitaw
527096272,A,Member,Female,Electronic accessories,28.45,5,7.112500000000001,149.3625,2019-03-21,10:17,Credit card,9.1,Yangon
898042717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49,Ewallet,7.5,Yangon
692278933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.08500000000004,2019-02-24,13:02,Cash,5.2,Mandalay
633093463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58,Credit card,9.5,Naypyitaw
374173652,B,Member,Female,Food and beverages,42.82,9,19.269000000000002,404.649,2019-02-05,15:26,Credit card,8.9,Mandalay
378077001,B,Member,Male,Electronic accessories,48.09,3,7.213500000000001,151.48350000000002,2019-02-10,18:23,Credit card,7.8,Mandalay
433756987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.37949999999995,2019-03-05,19:06,Ewallet,8.9,Mandalay
873954984,B,Member,Female,Health and beauty,76.9,7,26.915000000000006,565.215,2019-02-15,20:21,Cash,7.7,Mandalay
416135917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.40749999999997,2019-01-30,16:24,Ewallet,9.3,Naypyitaw
150898043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.64749999999998,2019-02-14,15:04,Cash,6.2,Yangon
135848019,A,Normal,Female,Fashion accessories,77.93,9,35.06850000000001,736.4385000000001,2019-02-27,16:10,Ewallet,7.6,Yangon
441947118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14,Cash,7.3,Yangon
725963778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13,Cash,4.7,Naypyitaw
531801784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.24699999999999,2019-03-28,17:38,Cash,5.1,Yangon
400451220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06,Credit card,4.8,Mandalay
860790874,C,Member,Female,Fashion accessories,99.3,10,49.650000000000006,1042.65,2019-02-15,14:53,Credit card,6.6,Naypyitaw
834618124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22,Cash,5.5,Yangon
115994379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02,Credit card,8.5,Mandalay
565676697,B,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16,Cash,4.8,Mandalay
320496392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44,Cash,8.4,Naypyitaw
889049723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20,Credit card,7.8,Mandalay
632900281,C,Normal,Female,Fashion accessories,37.55,10,18.775000000000002,394.275,2019-03-08,20:01,Credit card,9.3,Naypyitaw
554422417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45,Cash,5.2,Naypyitaw
453636187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40,Ewallet,6.5,Mandalay
578807669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58,Cash,5.6,Mandalay
612365536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12,Credit card,7.4,Yangon
605724132,C,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2019-02-27,15:12,Cash,9.1,Naypyitaw
471412823,C,Normal,Male,Food and beverages,99.79,2,9.979000000000001,209.55900000000003,2019-03-07,20:37,Ewallet,8.0,Naypyitaw
462679126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44,Cash,7.2,Yangon
272279238,C,Normal,Female,Food and beverages,41.24,4,8.248000000000001,173.208,2019-02-19,16:23,Cash,7.1,Naypyitaw
834259262,C,Normal,Female,Fashion accessories,81.68,4,16.336000000000002,343.05600000000004,2019-01-06,12:12,Cash,9.1,Naypyitaw
122619553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33,Cash,5.6,Naypyitaw
468880009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29,Cash,6.0,Yangon
613599758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28,Cash,5.4,Naypyitaw
254310042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46,Credit card,7.8,Yangon
201862184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.01100000000002,2019-02-02,19:40,Cash,9.9,Mandalay
261128671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39,Credit card,4.9,Mandalay
730709830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54,Ewallet,5.2,Naypyitaw
382258917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25,Cash,8.9,Naypyitaw
422298786,A,Normal,Female,Home and lifestyle,67.09,5,16.772500000000004,352.2225,2019-01-03,16:47,Credit card,9.1,Yangon
667235919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52,Ewallet,7.0,Yangon
843014703,B,Member,Female,Home and lifestyle,35.38,9,15.921000000000001,334.341,2019-01-05,19:50,Credit card,9.6,Mandalay
743881662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17,Ewallet,8.7,Naypyitaw
595862894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.31600000000003,2019-02-06,17:20,Ewallet,9.4,Naypyitaw
182698360,B,Normal,Female,Electronic accessories,23.65,4,4.7299999999999995,99.33,2019-01-30,13:32,Credit card,4.0,Mandalay
289157034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37,Credit card,7.5,Yangon
462785240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35,Cash,4.2,Naypyitaw
868527573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09,Cash,9.9,Mandalay
153584872,C,Member,Female,Food and beverages,74.89,4,14.978000000000002,314.538,2019-03-01,15:32,Ewallet,4.2,Naypyitaw
662722873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58,Ewallet,9.9,Yangon
525887307,B,Member,Male,Sports and travel,75.82,1,3.791,79.61099999999999,2019-01-31,13:19,Cash,5.8,Mandalay
689169784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37,Cash,6.0,Naypyitaw
725560833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49,Credit card,10.0,Yangon
394410748,C,Member,Female,Fashion accessories,54.07,9,24.331500000000002,510.9615,2019-01-27,14:55,Ewallet,9.5,Naypyitaw
596423999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04,Credit card,6.6,Mandalay
541899860,C,Member,Female,Fashion accessories,80.48,3,12.072000000000001,253.512,2019-02-15,12:31,Cash,8.1,Naypyitaw
173829529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51,Cash,9.7,Mandalay
563369814,A,Member,Male,Electronic accessories,76.82,1,3.8409999999999997,80.66099999999999,2019-02-13,18:27,Ewallet,7.2,Yangon
308474913,A,Member,Female,Sports and travel,52.26,10,26.130000000000003,548.73,2019-03-09,12:45,Credit card,6.2,Yangon
885176250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.72699999999999,2019-03-06,10:36,Ewallet,7.3,Yangon
726272396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36,Ewallet,4.3,Yangon
316013952,A,Normal,Female,Food and beverages,54.27,5,13.567500000000003,284.9175,2019-03-13,14:16,Ewallet,4.6,Yangon
760541821,B,Normal,Male,Home and lifestyle,13.59,9,6.115500000000001,128.4255,2019-03-15,10:26,Cash,5.8,Mandalay
793103222,B,Member,Female,Health and beauty,41.06,6,12.318000000000001,258.678,2019-03-05,13:30,Credit card,8.3,Mandalay
346123257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.81799999999998,2019-03-04,16:28,Cash,8.0,Mandalay
110056330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18,Credit card,9.4,Naypyitaw
651610874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04,Credit card,6.2,Naypyitaw
236863015,C,Member,Male,Home and lifestyle,13.98,1,0.6990000000000001,14.679,2019-02-04,13:38,Ewallet,9.8,Naypyitaw
831640259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43,Ewallet,9.6,Mandalay
587037455,C,Member,Female,Fashion accessories,97.79,7,34.22650000000001,718.7565000000001,2019-02-16,17:30,Ewallet,4.9,Naypyitaw
882404577,A,Member,Male,Sports and travel,67.26,4,13.452000000000002,282.492,2019-01-19,15:28,Credit card,8.0,Yangon
732675346,A,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,19:07,Credit card,7.8,Yangon
725329708,B,Member,Female,Fashion accessories,68.71,4,13.741999999999999,288.582,2019-01-04,19:01,Cash,4.1,Mandalay
256088343,A,Normal,Female,Home and lifestyle,56.53,4,11.306000000000001,237.42600000000002,2019-03-04,19:48,Ewallet,5.5,Yangon
372261506,C,Normal,Female,Fashion accessories,23.82,5,5.955,125.05499999999999,2019-01-28,19:24,Ewallet,5.4,Naypyitaw
244080162,B,Normal,Female,Health and beauty,34.21,10,17.105,359.20500000000004,2019-01-02,13:00,Cash,5.1,Mandalay
569714390,B,Normal,Male,Sports and travel,21.87,2,2.1870000000000003,45.927,2019-01-25,14:29,Ewallet,6.9,Mandalay
132236451,A,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,13:21,Cash,7.8,Yangon
696902548,A,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,18:55,Ewallet,6.6,Yangon
472159636,A,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,19:36,Ewallet,9.2,Yangon
268036164,B,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,16:28,Ewallet,7.8,Mandalay
750579686,C,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,13:48,Credit card,8.7,Naypyitaw
186093669,C,Member,Female,Health and beauty,81.51,1,4.075500000000001,85.58550000000001,2019-01-22,10:57,Ewallet,9.2,Naypyitaw
848071692,B,Normal,Female,Health and beauty,57.22,2,5.722,120.16199999999999,2019-01-12,17:13,Ewallet,8.3,Mandalay
745713520,A,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,10:23,Cash,8.2,Yangon
266766436,C,Member,Female,Food and beverages,38.6,3,5.790000000000001,121.59000000000002,2019-03-28,13:57,Ewallet,7.5,Naypyitaw
740222500,C,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,13:29,Cash,9.8,Naypyitaw
271888734,C,Member,Female,Fashion accessories,97.21,10,48.605,1020.7049999999999,2019-02-08,13:00,Credit card,8.7,Naypyitaw
301818610,B,Member,Male,Fashion accessories,25.42,8,10.168000000000001,213.52800000000002,2019-03-19,19:42,Credit card,6.7,Mandalay
489644354,C,Normal,Male,Fashion accessories,16.28,1,0.8140000000000001,17.094,2019-03-09,15:36,Cash,5.0,Naypyitaw
198847132,B,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,13:40,Cash,7.0,Mandalay
269108440,A,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,18:01,Cash,8.9,Yangon
650986268,B,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,13:53,Credit card,8.0,Mandalay
741733559,B,Normal,Male,Sports and travel,67.27,5,16.8175,353.16749999999996,2019-02-27,17:27,Cash,6.9,Mandalay
325776186,A,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,10:53,Ewallet,7.3,Yangon
286757818,B,Normal,Male,Fashion accessories,69.08,2,6.908,145.06799999999998,2019-01-31,19:48,Credit card,6.9,Mandalay
574579721,C,Normal,Male,Food and beverages,43.27,2,4.327000000000001,90.867,2019-03-08,16:53,Ewallet,5.7,Naypyitaw
459507686,A,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,19:14,Ewallet,6.4,Yangon
616870016,B,Normal,Male,Fashion accessories,95.54,7,33.43900000000001,702.219,2019-03-09,14:36,Credit card,9.6,Mandalay
837557229,B,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,18:19,Credit card,6.8,Mandalay
751690068,C,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,19:09,Ewallet,9.0,Naypyitaw
